,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
982,TECHNOPARK TRIVANDRUM,Senior Angular 2 Developer,NA,Brief description :We are looking for a Senior Angular 2 Developer responsible for the client side of our service. The primary focus will be to implement a complete user inter...,4 - 7 yrs,2020-10-10
983,TECHNOPARK TRIVANDRUM,Lead Python Django Developer,NA,Brief description :We are looking for a Lead Python Django Developer responsible for developing and maintaining Python applications. The primary focus will be the development ...,4 - 8 yrs,2020-10-10
984,TECHNOPARK TRIVANDRUM,UI/UX Designer,NA,Brief description :We are looking for a talented UI Designer to create amazing user experiences. The ideal candidate should have an eye for clean and artful design and be able...,1 - 2 yrs,2020-10-10
985,TECHNOPARK TRIVANDRUM,Python Rest API Developer,NA,Alokin is a Thiruvananthapuram Technopark based company. We develop products for the real estate domain.We are creating the next generation of technology cloud based products ...,14 - 17 yrs,2020-10-10
986,TECHNOPARK TRIVANDRUM,Java RESTful API DEVELOPER,NA,Brief description :Alokin is a Thiruvananthapuram Technopark based company. We develop products for the real estate domain.We are creating the next generation of technology cl...,14 - 17 yrs,2020-10-10
987,TECHNOPARK TRIVANDRUM,Systems Engineer,NA,Brief description :Systems Engineer Travanleo is hiring experienced self-motivated full-time employees for the position of Systems Engineer. Engineers with sound knowledge in ...,4 - 6 yrs,2020-10-10
988,TECHNOPARK TRIVANDRUM,Content Writer,NA,"Brief description :NetObjex seeks an entrepreneurial, intellectually curious, collaborative, and driven individual to join as the Content Writer and lead our marketing content...",3 - 6 yrs,2020-10-10
989,QuEST Global Engineering Pvt Ltd,Senior Software Engineer - Java full stack,NA,18591BRSenior Software Engineer - Java full stackThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities: Design and development applications usi...,5 - 8 yrs,2020-10-10
990,QuEST Global Engineering Pvt Ltd,Software Engineer - Java full stack,NA,18592BRSoftware Engineer - Java full stackThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities: Design and development applications using Core...,3 - 5 yrs,2020-10-10
991,QuEST Global Engineering Pvt Ltd,Technical Architect - Python,NA,18647BRTechnical Architect - PythonThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Lead and guide python automation framework architectur...,0 - 3 yrs,2020-10-10
992,QuEST Global Engineering Pvt Ltd,Senior Software Engineer - Python,NA,18649BRSenior Software Engineer - PythonThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Python automation framework architecture developm...,0 - 3 yrs,2020-10-10
993,CANVAS27.com,System Administrator,Rs 4.00 - 9.00 Lacs p.a.,"Install, upgrade, support and troubleshoot windows, linux and any other OS, Knowledge of Antivirus, Symantec. Expertise in Networking. Install, upgrade, support and troublesho...",1 - 6 yrs,2020-10-09
994,Infoblox,NOC Engineer,NA,Infoblox is seeking an energetic and hardworking agent who wants to be part of a truly dynamic and collaborative NOC team that provides exceptional service to our customers 24...,1 - 4 yrs,2020-10-09
995,JDC Recruitment Services,Warehouse Manager,Rs 4.00 - 5.00 Lacs p.a.,Ensuring effective and efficient warehouse and logistics operations.Receipt and issuanc e of deliveries and other material.Coordination and documentation of dispatched goods.R...,3 - 4 yrs,2020-10-09
996,TECHNOPARK TRIVANDRUM,UI/UX Designer,NA,Brief description :We are currently seeking a UI/UX designer for the product development.Role Responsibilities: Work with the Product Manager to understand the screens and con...,3 - 6 yrs,2020-10-09
997,TECHNOPARK TRIVANDRUM,TECHNICAL WRITER,NA,careers@spericorn.comBrief description :Were searching for an experienced technical writer to join our team and help take our client-focused services to new heights. Your abil...,0 - 3 yrs,2020-10-09
998,TECHNOPARK TRIVANDRUM,ANGULAR (IONIC) DEVELOPER,NA,"Brief description :We are looking for an Angular developer who is having 2  years of experience in Angular 2 and above, Ionic (4,5).Preferred skillsExperience in Front-End Dev...",2 - 5 yrs,2020-10-09
999,TECHNOPARK TRIVANDRUM,UX DESIGNER,NA,"careers@spericorn.comBrief description :Evaluating existing applications and evaluating their UX (user experience) effectiveness.Using online tools, such as screen readers to ...",2 - 5 yrs,2020-10-09
1000,TECHNOPARK TRIVANDRUM,FULL STACK DEVELOPER,NA,Brief description :Design and implementation of the overall web architecture.Pixel-perfect implementation of our approved user interface.Design and deployment of our database....,2 - 5 yrs,2020-10-09
1001,TECHNOPARK TRIVANDRUM,NODE JS DEVELOPER,NA,"Development of server-side logic.Integration of user-facing elements developed by front end developers with server-side logic.Writing reusable, testable, and efficient code.En...",2 - 5 yrs,2020-10-09
1002,TECHNOPARK TRIVANDRUM,REACT JS DEVELOPER,NA,"We are looking for an experienced top-notch full-stack developer to grow with our dev team. As a React.js Developer, you will be involved from conception to completion with pr...",0 - 3 yrs,2020-10-09
1003,TECHNOPARK TRIVANDRUM,CLIENT RELATIONSHIP MANAGER,NA,Build relationships with key employees among customers.Create plans to address clients business needs.Advise clients on creating profitable processes.Schedule regular meetings...,1 - 4 yrs,2020-10-09
1004,TECHNOPARK TRIVANDRUM,BUSINESS ANALYST,NA,Brief description :We are looking for a Business Analyst who will be the vital link between our information technology capacity and our business objectives by supporting and e...,2 - 4 yrs,2020-10-09
1005,TECHNOPARK TRIVANDRUM,SOFTWARE DEVELOPER ENTRY LEVEL,NA,"Brief description :Participate in Analysis, design, development, testing, documentation, and support related tasks as part of the Software development team.Interact with custo...",0 - 3 yrs,2020-10-09
1006,TECHNOPARK TRIVANDRUM,QA ANALYST,NA,"Brief description :You will be responsible to ensure the quality of web applications and mobile apps we are developing.This position will work closely with developers, other t...",1 - 4 yrs,2020-10-09
1007,TECHNOPARK TRIVANDRUM,Front End Developer (Angular/React),NA,We are looking for a Front-End Web Developer who can translate the UI/UX design wireframes to front end code that will produce the visual elements of the application.Duties an...,1 - 4 yrs,2020-10-09
1008,S M Placement,Store Keeper/Warehouse Assistant,Rs 4.05 - 8.10 Lacs p.a.,"Job Description:1) Receives, stores, and issues supplies and equipment and compiles records of supply transactions aboard ship: Verifies that supplies received are listed on r...",6 - 10 yrs,2020-10-09
1009,S M Placement,Account Manager,Rs 2.05 - 6.10 Lacs p.a.,"Account Manager Send Your Resume:Develops new business by analyzing account potential; initiating, developing, and closing sales; recommending new applications and sales strat...",1 - 6 yrs,2020-10-09
1010,SamarthJobs Management Consultants,Quality Head - For top Engineering Company,Rs 12.00 - 20.00 Lacs p.a.,"Lead the team of QC, QA & QMS for Machined components, Formed components, Engineering or PLC products.Pivotal in the implementation of ISO 9001, 14001 standards.Customer C...",12 - 17 yrs,2020-10-09
1011,ORACLE,Full stack developers,NA,"Full stack developers (5  years) - 20000TK0 Applicants are required to read, write, and speak the following languages : EnglishDetailed Description and Job RequirementsAnalyze...",5 - 8 yrs,2020-10-09
1012,verbat technologies,Front End Developer,NA,We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX ...,0 - 3 yrs,2020-10-08
1013,Genrobotic Innovation Pvt Ltd,Machine Design Engineer (Hydraulics),NA,"Machine Design Engineer (Hydraulics)Requirments Talented Engineer / Technician having exceptional scientific and technical knowledge in Material selection, Machine designing, ...",0 - 3 yrs,2020-10-08
1014,Genrobotic Innovation Pvt Ltd,Electronic Design Automation (EDA) Engineer,NA,Electronic Design Automation (EDA) EngineerRequirments Above 2 years Industrial Experience.Circuit Debugging and VLSI Design skills.Knowledge in ESI and BIS Standards for Desi...,2 - 5 yrs,2020-10-08
1015,Genrobotic Innovation Pvt Ltd,Buisness Developer,NA,Buisness DeveloperRequirments Above 3 years Experience in Marketing and Sales.Develop business plans and sales strategies.Assists with core business development activities.Pre...,3 - 6 yrs,2020-10-08
1016,Genrobotic Innovation Pvt Ltd,Industrial Design Engineer,NA,Industrial Design EngineerRequirments Technician with more than 7 years of experience or Engineers with 5  years of experience.Experience in any one of the following Manufactu...,7 - 10 yrs,2020-10-08
1017,CONNECTING 2 WORK,Reactjs Developer,NA,"Job Description Strong user interface programming skills using JavaScript, ES6, HTML, CSS, preferably with preprocessors such as SASS / LESSStrong understanding of XML, JSON, ...",0 - 3 yrs,2020-10-08
1018,RM EDUCATION SOLUTIONS INDIA PVT. LTD,UI Developer,NA,"Key Responsibilities Provide HTML/CSS Solutions for the UI implementation compatible with Desktop and Mobile devicesExperience in cross-browser, cross-platform markup and layo...",3 - 5 yrs,2020-10-08
1019,CANVAS27.com,Teacher,Rs 4.00 - 9.00 Lacs p.a.,"As a Teacher your key responsibilities are to:Facilitate the development of children with diverse backgrounds, interests and abilities through participative classroom processe...",1 - 6 yrs,2020-10-08
1020,CANVAS27.com,Java Fresher,Rs 4.00 - 12.00 Lacs p.a.,"Skills : Java Developer .Yrs of exp : FresherEducation : BE/BTECH/BCA onlyPassout year : 2015/2016/2017/2018 OnlyIf the above job does not suit your profile, you can still app...",0 - 3 yrs,2020-10-08
1021,Talent Corner Hr Services Private Limited,APIGEE Developer,NA,"Apigee platform exp,using web services, API's built on SOAP or REST, using XML or JSON,API spec & Apigee flow design,Javascript, Java,CICD tools experience - Jenkins, Chef...",4 - 5 yrs,2020-10-08
1022,TECHNOPARK TRIVANDRUM,Software Development Engineer,NA,Software Development EngineerBrief description :We're hiring Software development engineersOur new emerging initiative- Genrobotics Medical & Mobility Research Centre curr...,0 - 3 yrs,2020-10-08
1023,TECHNOPARK TRIVANDRUM,Mechatronics Engineer,NA,"Brief description :We're hiring - Mechatronics engineers -Our Medical and Mobility Research Centre, looking for imaginative and creative Mechanical and Electrical Engineers in...",2 - 5 yrs,2020-10-08
1024,TECHNOPARK TRIVANDRUM,Robotics Simulation Engineer,NA,"Brief description :We're hiring - Robotics simulation engineersMedical and Mobility Research Centre wing , looking for expertise Robotics Simulation Engineers with keen observ...",2 - 5 yrs,2020-10-08
1025,TECHNOPARK TRIVANDRUM,Business Developer,NA,Brief description :Job SummaryWork closely with the government as well as corporate entities to create a business opportunity for the Genrobotics products.Prepare Cost Estimat...,2 - 5 yrs,2020-10-08
1026,TECHNOPARK TRIVANDRUM,ACCOUNTS EXECUTIVE,NA,"ACCOUNTS EXECUTIVEBrief description :Manage all phases of Accounts Payable, Receivable, and general accounting.Calculate, Pay and file GST, PF, ESI, P Tax, TDS, and other stat...",3 - 6 yrs,2020-10-08
1027,TECHNOPARK TRIVANDRUM,Manual Tester with automation knowledge,NA,Manual Tester with 2  years of experience working with web-based software solutions having excellent communication and interpersonal skills. Experience in project management a...,2 - 5 yrs,2020-10-08
1028,TECHNOPARK TRIVANDRUM,Automation Engineer,NA,Brief description :Automation engineer having 3  years of experience working with Desktop Web application / Native desktop applications with relevant hands on experience in co...,3 - 6 yrs,2020-10-08
1029,TECHNOPARK TRIVANDRUM,Apigee Developer,NA,Must have skillsHands-on Apigee platform experienceWorking experience using web services and API's built on SOAP or REST and using XML or JSONKnowledge in API spec and Apigee ...,4 - 5 yrs,2020-10-08
1030,verbat technologies,SEO Analyst,NA,Required:Relevant 2-3 years experience in Search Engine Marketing (SEM) and Search Engine Optimization (SEO)Knowledge of HTML/CSS and website administrationProficiency in MS E...,2 - 3 yrs,2020-10-08
1031,Seeyon Animation,Creative Director,NA,3Creative Director Creative Directors provide the vision and creative leadership for an animation project. They determine and guide the narrative content and visual style of a...,0 - 3 yrs,2020-10-07
1032,Seeyon Animation,Producer,NA,"2Producer The Producer is responsible for the management of all processes, procedures, outputs and deliverables of the project. The roles key relationship is with the Creative...",0 - 3 yrs,2020-10-07
1033,Septa Milles Private Limited,Chief Operating Officer,NA,"Chief Operating Officerat a Fast-Growing Ed Tech Start-upLifology is a fast-growing Ed Tech Start-up, on a mission to create a new category in the Ed Tech space that works clo...",10 - 15 yrs,2020-10-07
1034,RM EDUCATION SOLUTIONS INDIA PVT. LTD,SharePoint Consultant (Contract),NA,"Key Responsibilities Design, build and publish workflows, custom forms based on requirements.Understand customer/production site issues ,analyze and implement solutions.Soluti...",3 - 5 yrs,2020-10-07
1035,Infoblox,"Senior Technical Support Engineer, Tier 2",NA,"Senior Technical Support Engineer, Tier 2 Technical Support Trivandrum, KeralaDescriptionInfoblox is seeking a Senior Technical Support Engineer, Tier 2 to join our Support Op...",6 - 9 yrs,2020-10-07
1036,Apex HR Solutions,""" Financial Services Consultant - Bancassurance""",Rs 2.00 - 3.50 Lacs p.a.,"Job DescriptionRole of Financial Services Consultant (FSC) is To Sell Life Insurance Policy as per Given Target through Bancassurance Channel, It Involves: Extensive Fieldwork...",1 - 6 yrs,2020-10-07
1037,TECHNOPARK TRIVANDRUM,Java Developer,NA,Brief description :We are eager to bring top talent on-board to work on an exciting green-field project for one of our prestigious clients.The Company:We are a leading IT solu...,3 - 5 yrs,2020-10-07
1038,TECHNOPARK TRIVANDRUM,Assistant Manager - Client Acquisition,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",4 - 7 yrs,2020-10-07
1039,TECHNOPARK TRIVANDRUM,iOS Developer,NA,"About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing, ...",1 - 4 yrs,2020-10-07
1040,TECHNOPARK TRIVANDRUM,Associate Software Engineer - PHP GoLang,NA,"About Techversant:About Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing,...",0 - 3 yrs,2020-10-07
1041,TECHNOPARK TRIVANDRUM,Associate Business Development Executive,NA,"About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing, ...",0 - 3 yrs,2020-10-07
1042,TECHNOPARK TRIVANDRUM,Associate Software Engineer - Python GoLang,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",0 - 3 yrs,2020-10-07
1043,TECHNOPARK TRIVANDRUM,Business Analyst,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",2 - 5 yrs,2020-10-07
1044,TECHNOPARK TRIVANDRUM,QA Lead,NA,"Brief description :About Techversant Infotech""We are a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing,...",10 - 13 yrs,2020-10-07
1045,TECHNOPARK TRIVANDRUM,Sr.Software Engineer / Software Engineer - Vue.Js,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",0 - 3 yrs,2020-10-07
1046,TECHNOPARK TRIVANDRUM,Team Lead / Sr. Software Engineer / Software Engineer - ColdFusion,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",0 - 3 yrs,2020-10-07
1047,TECHNOPARK TRIVANDRUM,Team Lead - Python,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",4 - 7 yrs,2020-10-07
1048,TECHNOPARK TRIVANDRUM,Team Lead - Node.Js,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",4 - 7 yrs,2020-10-07
1049,TECHNOPARK TRIVANDRUM,Team Lead - PHP,NA,"Brief description :About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through dev...",4 - 7 yrs,2020-10-07
1050,TECHNOPARK TRIVANDRUM,Team Lead - GoLang,NA,"About TechversantAbout Techversant Infotech ""We are a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing, ...",4 - 7 yrs,2020-10-07
1051,TECHNOPARK TRIVANDRUM,Full Stack Developer,NA,"Brief description :Willing to learn new technologies React Native/ Flutter etcWrite clean, bug-free code, ensure coding quality meets industry standardsDevelopment &amp; M...",5 - 8 yrs,2020-10-07
1052,TECHNOPARK TRIVANDRUM,Python Developer,NA,"Brief description :We are looking for Fresher developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a cr...",0 - 3 yrs,2020-10-07
1053,TECHNOPARK TRIVANDRUM,System Admin,NA,Brief description :Manage network servers and technology toolsSet up accounts and workstationsMonitor performance and maintain systems according to requirementsTroubleshoot is...,3 - 5 yrs,2020-10-07
1054,TECHNOPARK TRIVANDRUM,Senior Data Analyst and Junior Data Analyst,NA,JD For Jnr. Data Analyst (3 position)This is an entry level position intended to handle back-office operation of SEMINE software.The primary responsibility of the operator is ...,0 - 3 yrs,2020-10-07
1055,ORACLE,Full Stack Developers,NA,"Full Stack Developers - 10  years - 20000TK2 Applicants are required to read, write, and speak the following languages : EnglishDetailed Description and Job RequirementsAnalyz...",10 - 13 yrs,2020-10-07
1056,QuEST Global Engineering Pvt Ltd,Senior Software Engineer (Angular JS),NA,18566BRSenior Software Engineer (Angular JS)Thiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionJob Profile:Requirement analysis & documentationDesigning the solution...,4 - 6 yrs,2020-10-07
1057,HyreFox Consultants,Venue Manager (Banquet sales) B2C,NA,Job Description:Answer all incoming inquiries.Introduce the venue to all the walk-in customers.Convert leads.Keep Contact with the existing customers.Coordinate with caterer a...,2 - 5 yrs,2020-10-06
1058,CANVAS27.com Consultant,Documentation - Export / Import,Rs 4.00 - 11.00 Lacs p.a.,- Complete Documentation for Pre and post shipment for Import and Export- Co-ordination related to shipment- Dealing with CHA- Co-ordinate with Freight- Account knowledgeIf th...,3 - 8 yrs,2020-10-06
1059,HyreFox Consultants,Dealer Acquisition Manager,NA,"Job Description:Responsible for generating new dealers at the respective location.Prospecting new dealers, sending the proposal, follow up & ensuring closure.Building a st...",0 - 3 yrs,2020-10-06
1060,CONNECTING 2 WORK,Site Engineer (Civil),NA,Job Description we are looking for a site engineer with more than 3 years experience Site Engineer Duties and Responsibilities Inspect facilities and analyze operational dataM...,3 - 6 yrs,2020-10-06
1061,CONNECTING 2 WORK,Telesales Executive,NA,Job Description We are looking for an enthusiastic Telesales Representative to contribute in generating sales for our company. You will be responsible for closing sales deals ...,0 - 3 yrs,2020-10-06
1062,TECHNOPARK TRIVANDRUM,Clinical SAS Programmer,NA,2-4 years experience in Clinical SAS ProgrammingPost graduates in StatisticsGood Knowledge in Clinuical SAS programming  both base and advanced levelExperience in data import ...,2 - 4 yrs,2020-10-06
1063,TECHNOPARK TRIVANDRUM,PHP Developer,NA,"Urgent requirement for PHP Developer with 2-4 years of working experience . Immediate joiners are preferred .Preferred skills2-4 years of technical expertise in PHP, Javascrip...",2 - 4 yrs,2020-10-06
1064,TECHNOPARK TRIVANDRUM,Business Analyst,NA,Expected experience split:As BA and Scrum Master: 8 yearsAs PM: 1.5 to 2 years managing teams of size 5Other must needed skills:Extensive experience in handling Agile engageme...,10 - 13 yrs,2020-10-06
1065,TECHNOPARK TRIVANDRUM,Senior Consultant :OTC,NA,Sr. Retail Functional Consultant in S4 HANA Retail system with OTC  total experience of 12  yearsMust have in-depth hands-on knowledge in S4 HANA OTC to standardize S4H using ...,12 - 15 yrs,2020-10-06
1066,TECHNOPARK TRIVANDRUM,SAP Fashion Architect,NA,"Experience working with the entire delivery life cycle of SAP AFS, FMS and SAP S/4 HANA Fashion / RetailExpertise in the configuration and implementation, deployment of SAP AF...",15 - 18 yrs,2020-10-06
1067,TECHNOPARK TRIVANDRUM,Lead AFS MM consultant,NA,"Lead AFS MM consultantJob Location : Applexus Technologies  Trivandrum (UK Onsite).Experience : 7  YearsLocation: Trivandrum, (UK Onsite).Skills and Expertise required7  years...",7 - 10 yrs,2020-10-06
1068,TECHNOPARK TRIVANDRUM,SD AFS Senior Consultant,NA,"Brief description :SD AFS Senior ConsultantJob Location : Applexus Technologies  Trivandrum (UK Onsite).Experience : 7  YearsLocation: Trivandrum, (UK Onsite).Skills and Exper...",7 - 10 yrs,2020-10-06
1069,TECHNOPARK TRIVANDRUM,SAP Junior SuccessFactors Consultant,NA,SAP Junior SuccessFactors ConsultantJob Location : Applexus Technologies - TrivandrumExperience : 1-3 YearsJob Description:Minimum 1 year of experience in SAP SuccessFactors i...,1 - 3 yrs,2020-10-06
1070,TECHNOPARK TRIVANDRUM,SAP CBTA Automation Engineer,NA,SAP CBTA Automation EngineerJob Location : Applexus Technologies - TrivandrumExperience : 5-7 YearsJob Description:We are looking for 5-7Yrs of experienced SAP Automation Engi...,5 - 8 yrs,2020-10-06
1071,ORACLE,Full stack developers,NA,"Full stack developers (5  years) - 20000TK1 Applicants are required to read, write, and speak the following languages : EnglishDetailed Description and Job RequirementsAnalyze...",5 - 8 yrs,2020-10-06
1072,verbat technologies,Full Stack .Net Developer,NA,"Job Description Full Stack .Net Developer with EXPERT level skills in the database (SQL), middle tier (C#), and front-end (HTML Typescript or JavaScript with EC5).Senior-level...",2 - 7 yrs,2020-10-05
1073,verbat technologies,Senior .Net (MVC) Developer,NA,Responsibilities: Build and maintain application functionality for new and existing systems using the .Net toolset with a SQL Server back end.Participate in all aspects of the...,4 - 7 yrs,2020-10-05
1074,verbat technologies,UI/UX Developer,NA,"As an UI-UX Developer, you will be responsible for delivering the best online user experience, which makes your role extremely important for our success and ensuring customer ...",4 - 7 yrs,2020-10-05
1075,verbat technologies,Test Lead,NA,"Key Responsibilities: Understand the testing effort by analysing the requirements of project.Estimate and obtain management support for the time, resources and budget required...",5 - 8 yrs,2020-10-05
1076,verbat technologies,PHP Developer,NA,"Skills and Responsibilities Strong knowledge in PHP, MySql, MVC Frameworks(Codeigniter, Laravel)Good knowledge in HTML, CSS, Javascript, Wordpress, DrupalNeed to know Angular ...",2 - 7 yrs,2020-10-05
1077,verbat technologies,Content/Technical Writer Trainee,NA,Job Requirements: Excellent English communication skills (both verbal and written).Proficiency in regional language.Unblemished grammar expertise in English.Excellent research...,2 - 7 yrs,2020-10-05
1078,verbat technologies,Asp VB (.Net) Developer,NA,Responsibilities: Build and maintain application functionality for new and existing systems using the .Net toolset with Oracle 11g as back end.Participate in all aspects of th...,3 - 6 yrs,2020-10-05
1079,verbat technologies,MEAN Stack Developer,NA,"Responsibilities: Work as an individual contributor building the front-end and back-end of web and mobile appsWork with architects, PMs, and designers to turn ideas into produ...",3 - 6 yrs,2020-10-05
1080,Pit Solutions Pvt Ltd,Business Analyst,NA,"Experience : 2  yearsMinimum Qualification : Minimum Qualification: BE/BTech, MSc/MCA, PGDCA or any equivalent degreeJob descriptionQuickly understands the business requiremen...",2 - 5 yrs,2020-10-05
1081,ORACLE,Cloud Applications: Full Stack Developers,NA,"Cloud Applications: Full Stack Developers - 5  years - 20000NQR Applicants are required to read, write, and speak the following languages : EnglishPreferred QualificationsOrac...",7 - 10 yrs,2020-10-05
1082,ORACLE,Cloud Applications: Full Stack Developers,NA,"Cloud Applications: Full Stack Developers - 5  years - 20000NQP Applicants are required to read, write, and speak the following languages : EnglishPreferred QualificationsOrac...",7 - 10 yrs,2020-10-05
1083,ORACLE,Cloud Applications: Full Stack Developers - 5  years,NA,"Cloud Applications: Full Stack Developers - 5  years - 20000H44 Applicants are required to read, write, and speak the following languages : EnglishPreferred QualificationsOrac...",7 - 10 yrs,2020-10-05
1084,geosys it solutions pvt ltd,PHP Programmers,NA,Job Description:Overall responsible for Website Architect building and maintainance.Linking with various supplier APIsBuilding various algorithmsBeing well versed with various...,1 - 2 yrs,2020-10-05
1085,geosys it solutions pvt ltd,BDO (Sales & Marketing),NA,Deep understanding of business processes and how to map these to customized software solutions. Effective relationship builder; ability to develop trusting relationships with ...,0 - 1 yrs,2020-10-05
1086,geosys it solutions pvt ltd,C#.Net Programmers,NA,"Job Description: Any graduates in IT stream with min. 1-2  years experience in C#.Net Windows Application DevelopmentSkills & Knowledge required: C#.net, ASP.net, ADO.net,...",1 - 2 yrs,2020-10-05
1087,geosys it solutions pvt ltd,Android Developers,NA,Job Description:We're looking for an Android developer with Expert level knowledge and at least 1-2 years of experience in developing Android based applications with good know...,1 - 2 yrs,2020-10-05
1088,Experion Technologies,Angular Developer/ Sr Developer,NA,"Position: Software Engineer/ Senior Software Engineer/ leadExperience: 2  YearsJob Location: Trivandrum/ KochiJob Purpose Writing tested and documented JavaScript, HTML and CS...",2 - 5 yrs,2020-10-05
1089,Augusta Infotech,"Cloud Solution Architect, Azure",NA,Key Responsibilities:Help in coming up with the cloud strategyProviding strategic advisory in cloud implementation & transition projects & service development.Liaising...,12 - 15 yrs,2020-10-05
1090,Augusta Infotech,DYNAMICS FINOPS CONSULTANT (DYNAMICS AX),NA,Key Responsibilities:Managed Services (Support) for Application on Microsoft Dynamics AX.Providing Dynamics 365 subject matter expertise in the area of Finance & Operation...,2 - 4 yrs,2020-10-05
1091,MJ PLacement,Hiring for loading unloading airport security all job,Rs 0.50 - 0.75 Lacs p.a.,"We are hiring for Ground Staff:    call Mr KUNAL SHARMA 8588928746or follow watsaap seme no Job Role : Ground / Airport Station Attendant.Salary : INR 23,500 to 75,500.We have...",0 - 3 yrs,2020-10-05
1092,TFG Vacations India Pvt Ltd,Online Marketing Work Hiring Candidates for Part Time,Rs 3.50 - 6.00 Lacs p.a.,"Hi Job Seekers,Greetings!!!TFG, Is Providing Home Based Part Time Work And Business Opportunity. We Need Committed & Result-Oriented"" Computer Operators / Literates "" Who ...",0 - 3 yrs,2020-10-05
1093,PMS COLLEGE OF DENTAL SCIENCE AND RESEARCH,lecturers,NA,"Lecturers are subject experts who design, develop and deliver materials using a range of methods and platforms. they create course materials .To assist in the development of l...",1 - 3 yrs,2020-10-05
1094,SKILLVENTORY,Branch Service Partner,NA,"Branch Service Partner For CASA with a Large Bankfrom 2 to 4 year(s) of ExperienceKerala OtherJob Description1. Job Description :Manage KYC, MIS & BRS reports.Overall Bank...",2 - 4 yrs,2020-10-04
1095,Maxartists Technologies Pvt.Ltd.,JR DEVELOPER(ANDROID),NA,JR DEVELOPER(ANDROID)-JD-ANDROID-WS-010612KEY SKILLSGOOD KNOWLEDGE IN ANDROID SDK.GOOD KNOWLEDGE OF ANDROID UI DESIGN.STRONG UNDERSTANDING OF ANDROID ACTIVITY LIFE CYCLE ANDAN...,1 - 4 yrs,2020-10-04
1096,Maxartists Technologies Pvt.Ltd.,JR DEVELOPER(IPHONE),NA,JR DEVELOPER(IPHONE)-JD-IPHONE-WS-010612KEY SKILLSA MINIMUM OF 1 YEAR EXPERIENCE WITH OBJECT ORIENTED DEPLOYMENT/IOS APP DEVELOPMENT.STRONG WORKING KNOWLEDGE AND FAMILIARITY W...,1 - 4 yrs,2020-10-04
1097,Maxartists Technologies Pvt.Ltd.,JR DEVELOPER(PHP STREAM),NA,"JR DEVELOPER(PHP STREAM)-JD-PHP-WS-010612KEY SKILLSSTRONG TECHNICAL KNOWLEDGE IN PHP & MYSQL.STRONG KNOWLEDGE OF WORDPRESS, JOOMLA ENVIRONMENT.STRONG KNOWLEDGE OF OOP CONC...",0 - 3 yrs,2020-10-04
1098,Maxartists Technologies Pvt.Ltd.,JR DEVELOPER(J2EE STREAM),NA,JR DEVELOPER(J2EE STREAM)-JD-J2EE-WS-010612KEY SKILLSSTRONG TECHNICAL KNOWLEDGE IN JAVA & J2EE.STRONG KNOWLEDGE OF J2EE ENVIRONMENT.ENTHUSIASM TO LEARN NEW TECHNOLOGIES.FA...,0 - 3 yrs,2020-10-04
1099,Infoblox,Technical Support Engineer,NA,"Technical Support Engineer Technical Support Trivandrum, KeralaDescriptionInfobloxs Support Team is looking for an ambitious and intelligent individual to join our highly effi...",0 - 3 yrs,2020-10-04
1100,HyreFox Consultants,Relationship Executive,NA,Role in Brief:Customer Service & Ops; customer service and retention: Branch Operation; NTB Sourcing through referrals and outbound activities; Cross-Sell.Minimum Qualific...,2 - 5 yrs,2020-10-04
1101,HyreFox Consultants,Business Development Executive - Agency Channel,NA,"The overall purpose of the job :Achieve Gold Loan / Business acquisition targets of assigned Area, through building an effective agency force (freelancers / DSAs). Identify an...",0 - 3 yrs,2020-10-04
